메일 날짜,원본 섹션,원본 순번,원본 기사 제목,원본 언론사,원본 URL,비교 결과,일치 방식,유사도,서버 선정 제목,서버 선정 언론사,서버 선정 URL,차이/제외 이유,일반 재수집 후보 확인,최종 후보 확인,후보 확보 확인
2026-04-17,동국대 [법인/건학위],5,"배움이 기부로…동국대 동문, 120시간 재능기부 AI 무료특강",연합뉴스,https://www.yna.co.kr/view/AKR20260416050800004,일치,URL 일치,1.0,"배움이 기부로…동국대 동문, 120시간 재능기부 AI 무료특강 | 연합뉴스",https://www.facebook.com/yonhap,https://www.yna.co.kr/view/AKR20260416050800004,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-17,대학 [교육],1,"서울 라이즈(RISE), 추가 공모… “대학 자원, 산업현장 즉각 활용”",한국대학신문,https://news.unn.net/news/articleView.html?idxno=591757,일치,URL 일치,1.0,"서울 라이즈(RISE), 추가 공모… “대학 자원, 산업현장 즉각 활용”",한국대학신문 - 411개 대학을 연결하는 '힘',https://news.unn.net/news/articleView.html?idxno=591757,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-17,대학 [교육],2,"정부, 전략기술 박사급 연구인력 산학연 연계… 올해 13개 컨소시엄 선정",한국대학신문,https://news.unn.net/news/articleView.html?idxno=591636,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2026-04-17,불교 [종단],1,선운사 세 지장보살상 한자리 모인다…불교중앙박물관 특별전,연합뉴스,https://www.yna.co.kr/view/AKR20260416046400005,일치,URL 일치,1.0,선운사 세 지장보살상 한자리 모인다…불교중앙박물관 특별전 | 연합뉴스,https://www.facebook.com/yonhap,https://www.yna.co.kr/view/AKR20260416046400005,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-23,동국대 [법인/건학위],1,[건학120주년 - 목멱 가곡의 밤] 시 ‘국화 옆에서’ 가곡으로… 강석우가 곡 붙였다,문화일보,https://www.munhwa.com/article/11584131,AI/정책 제외,,,,,,섹션 자격 필터를 통과하지 못해 메일 포함에서 제외되었습니다.,아니오,예,예
2026-04-23,동국대 [법인/건학위],2,"동국대, 한국불교 최초 '로봇 연비·수계'‥법명은 '선아'",BTN,"https://www.btnnews.tv/news/articleView.html?idxno=89778
https://news.bbsi.co.kr/news/articleView.html?idxno=4079977
https://www.hyunbulnews.com/news/articleView.html?idxno=502984",일치,URL 일치,1.0,한국불교 최초 '로봇 연비·수계'‥법명은 '선아',BTN불교TV,https://www.btnnews.tv/news/articleView.html?idxno=89778,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-23,동국대 [법인/건학위],3,"조계종사회복지재단-동국대, 불교사회복지 인재 양성 위해 맞손",BBS NEWS,"https://news.bbsi.co.kr/news/articleView.html?idxno=4079867
https://www.beopbo.com/news/articleView.html?idxno=335053",일치,URL 일치,1.0,"조계종사회복지재단-동국대, 불교사회복지 인재 양성 위해 맞손",불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4079867,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-23,동국대 [법인/건학위],4,동국대 산학협력단 모두의 창업 사업설명회 개최,파이낸셜뉴스,"https://www.fnnews.com/news/202604221459413187
https://www.newsis.com/view/NISX20260422_0003601954
https://www.news1.kr/society/education/6145289",일치,URL 일치,1.0,동국대 산학협력단 모두의 창업 사업설명회 개최,파이낸셜뉴스,https://www.fnnews.com/news/202604221459413187,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-23,동국대 [법인/건학위],5,"동국대, 파크골프 선수단 창단 시동…레저로와 협약 체결",서울경제,https://www.sedaily.com/article/20035651,일치,URL 일치,1.0,"동국대, 파크골프 선수단 창단 시동…레저로와 협약 체결",서울경제,https://www.sedaily.com/article/20035651,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-23,대학 [교육],1,‘유학 불법브로커’ 한국 교육 신뢰와 직결… 정부 차원 핀셋 관리 절실,한국대학신문,https://news.unn.net/news/articleView.html?idxno=591939,일치,URL 일치,1.0,‘유학 불법브로커’ 한국 교육 신뢰와 직결… 정부 차원 핀셋 관리 절실,한국대학신문 - 411개 대학을 연결하는 '힘',https://news.unn.net/news/articleView.html?idxno=591939,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-23,불교 [종단],1,“취업난에 번뇌 씻으러 왔어요” 18만 MZ가 합장한 불교박람회,월간중앙,https://www.m-joongang.com/news/articleView.html?idxno=402401,일치,URL 일치,1.0,“취업난에 번뇌 씻으러 왔어요” 18만 MZ가 합장한 불교박람회 - 월간중앙,월간중앙,https://www.m-joongang.com/news/articleView.html?idxno=402401,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-23,불교 [종단],2,"조계종, 2026년 상반기 행자입문 교육",현대불교,https://www.hyunbulnews.com/news/articleView.html?idxno=502960,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2026-04-24,동국대 [법인/건학위],1,[윤재웅 총장 연재] 선재봇 이야기 <16> 전생 이야기,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=437599,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2026-04-24,동국대 [법인/건학위],2,"동국대, 중기부 '특화역량 창업보육센터 지원사업' 선정",뉴시스,"https://www.newsis.com/view/NISX20260423_0003603702
https://www.etnews.com/20260423000259",일치,URL 일치,1.0,"동국대, 중기부 '특화역량 창업보육센터 지원사업' 선정",뉴시스,https://www.newsis.com/view/NISX20260423_0003603702,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-24,동국대 [법인/건학위],3,동국대 건학 120주년 기념 '피터 싱어 초청 강연회' 성황리 개최,베리타스알파,https://www.veritas-a.com/news/articleView.html?idxno=607206,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2026-04-24,동국대 [법인/건학위],4,"동국대·조계종사회복지재단, 미래인재양성 MOU",BTN,https://www.btnnews.tv/news/articleView.html?idxno=89798,일치,URL 일치,1.0,"동국대·조계종사회복지재단, 미래인재양성 MOU",BTN불교TV,https://www.btnnews.tv/news/articleView.html?idxno=89798,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-24,동국대 [법인/건학위],5,"해병대사령부-동국대, 국방 AI 기술 개발 및 교육 위한 교류회의 개최",디지털데일리,https://www.ddaily.co.kr/page/view/2026042317335332546,일치,URL 일치,1.0,"해병대사령부-동국대, 국방 AI 기술 개발 및 교육 위한 교류회의 개최",디지털데일리,https://www.ddaily.co.kr/page/view/2026042317335332546,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-24,동국대 [법인/건학위],6,"동국대, 120주년 기념 ‘템플스테이’로 치유와 성찰의 장 열다",이뉴스투데이,https://www.enewstoday.co.kr/news/articleView.html?idxno=2422601,일치,URL 일치,1.0,"동국대, 120주년 기념 ‘템플스테이’로 치유와 성찰의 장 열다",이뉴스투데이,https://www.enewstoday.co.kr/news/articleView.html?idxno=2422601,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-24,대학 [교육],1,"교육부·대교협, 대학 AI 기본교육과정 개발 사업 20개교 선정",연합뉴스,https://www.yna.co.kr/view/AKR20260423086600530,일치,URL 일치,1.0,"교육부·대교협, 대학 AI 기본교육과정 개발 사업 20개교 선정 | 연합뉴스",https://www.facebook.com/yonhap,https://www.yna.co.kr/view/AKR20260423086600530,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-24,불교 [종단],1,"'역사 바로 세우기' 주어사지 안내판 교체 1주년, 종교 간 평화와 상생 되새기다",법보신문,https://www.beopbo.com/news/articleView.html?idxno=335074,일치,URL 일치,1.0,"'역사 바로 세우기' 주어사지 안내판 교체 1주년, 종교 간 평화와 상생 되새기다",법보신문,https://www.beopbo.com/news/articleView.html?idxno=335074,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-24,불교 [종단],2,조선 전기 동종 완성작 ‘봉선사 동종’ 국보됐다,불교IN,https://www.bulgyo-in.com/news/articleView.html?idxno=2499,일치,URL 일치,1.0,조선 전기 동종 완성작 ‘봉선사 동종’ 국보됐다 - 불교IN,불교IN,https://www.bulgyo-in.com/news/articleView.html?idxno=2499,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-27,동국대 [법인/건학위],1,동국대 AI 로봇 ‘리쿠’도 수계,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=437698,일치,URL 일치,1.0,동국대 AI 로봇 ‘리쿠’도 수계 - 불교신문,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=437698,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-27,동국대 [법인/건학위],2,"동국대, 해병대와 '국방 AI 기술 개발·교육 교류회의' 개최",블로터,https://www.bloter.net/news/articleView.html?idxno=660583,일치,URL 일치,1.0,"동국대, 해병대와 '국방 AI 기술 개발·교육 교류회의' 개최",블로터,https://www.bloter.net/news/articleView.html?idxno=660583,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-27,동국대 [법인/건학위],3,영천 선화여고 ‘세팍타크로 전용구장 개관’,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=437704,AI/정책 제외,,,,,,섹션 자격 필터를 통과하지 못해 메일 포함에서 제외되었습니다.,아니오,예,예
2026-04-27,동국대 [법인/건학위],4,"[동문소식 – 황규태(정치 57)] '87세의 청년사진가' 황규태, 이미지 홍수속 사진의 의미와 가능성을 묻다",뉴스핌,https://www.newspim.com/news/view/20260425000097,AI/정책 제외,,,,,,동국대 직접 관련성 없음,아니오,예,예
2026-04-27,동국대 [법인/건학위],5,[동문소식 – 강소라(연극 08)] 강소라 “동국대 졸업 못 해…데뷔 후 너무 바빴다”,헤럴드경제,https://biz.heraldcorp.com/article/10725499,일치,URL 일치,1.0,강소라 “동국대 졸업 못해…데뷔 후 너무 바빴다”,헤럴드경제,https://biz.heraldcorp.com/article/10725499,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-27,대학 [교육],1,"교육부·과기정통부, AI 인재양성 전담팀(TF) 출범… 부처 협력 본격화",한국대학신문,https://news.unn.net/news/articleView.html?idxno=592041,일치,URL 일치,1.0,"교육부·과기정통부, AI 인재양성 전담팀(TF) 출범… 부처 협력 본격화",한국대학신문 - 411개 대학을 연결하는 '힘',https://news.unn.net/news/articleView.html?idxno=592041,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-27,대학 [교육],2,英 명문 옥스퍼드대에 '한국학 센터' 10월에 문열어,국제신문,https://www.kookje.co.kr/news2011/asp/newsbody.asp?key=20260425.99099007142,AI/정책 제외,,,,,,동국대 직접 관련성 없음,아니오,예,예
2026-04-27,불교 [종단],1,‘황룡사지 출토’ 공예·생활용구 최초 공개된다,현대불교,https://www.hyunbulnews.com/news/articleView.html?idxno=503042,AI/정책 제외,,,,,,동국대 직접 관련성 없음,아니오,예,예
2026-04-27,불교 [종단],2,부처님오신날 앞서 열리는 ‘호기놀이’ 아세요?,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=437705,일치,URL 일치,1.0,부처님오신날 앞서 열리는 ‘호기놀이’ 아세요? - 불교신문,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=437705,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-28,동국대 [법인/건학위],1,"동국대, 2028학년도 대입전형 ‘수시 70%·정시 30%’ 확정",대학저널,"https://dhnews.co.kr/news/view/1065572718953690
https://www.newsis.com/view/NISX20260427_0003607520",일치,URL 일치,1.0,"동국대, 2028학년도 대입전형 ‘수시 70%·정시 30%’ 확정",대학저널,https://dhnews.co.kr/news/view/1065572718953690,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-28,동국대 [법인/건학위],2,"동국대–KAIST(한국과학기술원)–중앙대 컨소시엄, ‘차세대 ESS 글로벌 혁신 인재 양성 사업’ 선정",교수신문,"https://www.kyosu.net/news/articleView.html?idxno=204881
https://edu.donga.com/news/articleView.html?idxno=106868
https://www.newsis.com/view/NISX20260428_0003608914",일치,URL 일치,1.0,"동국대–KAIST(한국과학기술원)–중앙대 컨소시엄, ‘차세대 ESS 글로벌 혁신 인재 양성 사업’ 선정 - 교수신문",교수신문,https://www.kyosu.net/news/articleView.html?idxno=204881,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-28,동국대 [법인/건학위],3,"서울 화계사, 동국대 한국어교육원 학생 대상 템플스테이",법보신문,https://www.beopbo.com/news/articleView.html?idxno=335149,일치,URL 일치,1.0,"서울 화계사, 외국인 유학생 대상 템플스테이",법보신문,https://www.beopbo.com/news/articleView.html?idxno=335149,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-28,동국대 [법인/건학위],4,"동국대, 제18차 종립대학총장협의회‥ 대학 당면과제 공유",BTN,https://www.btnnews.tv/news/articleView.html?idxno=89824,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2026-04-28,대학 [교육],1,"교육부·카카오·대교협 업무협약 ""대학 AI교육 혁신 지원""",연합뉴스,https://www.yna.co.kr/view/AKR20260428030400530,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2026-04-28,불교 [종단],1,도심 키즈카페서 열린 이색 수계식… ‘제1회 밝은마음 어린이 수계대법회·미술대회’ 성료,BBS NEWS,https://news.bbsi.co.kr/news/articleView.html?idxno=4080526,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2026-04-28,불교 [종단],2,수행자의 첫걸음 ... 조계종 올해 상반기 행자 34명 입교,BBS NEWS,https://news.bbsi.co.kr/news/articleView.html?idxno=4080662,일치,URL 일치,1.0,수행자의 첫걸음 ... 조계종 올해 상반기 행자 34명 입교,불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4080662,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-30,동국대 [법인/건학위],1,"윤재웅 동국대 총장, “학생-교직원 AI 도구 8개 무료 이용… 전공 추천-진로 진단에 활용”",동아일보,https://www.donga.com/news/Society/article/all/20260429/133837552/2,일치,URL 일치,1.0,“학생-교직원 AI 도구 8개 무료 이용… 전공 추천-진로 진단에 활용”,동아일보,https://www.donga.com/news/Society/article/all/20260429/133837552/2,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-30,동국대 [법인/건학위],2,‘1만4천 연등’ 동국대 장엄… 5개국 대사 “뷰티풀”,현대불교,https://www.hyunbulnews.com/news/articleView.html?idxno=503111,일치,URL 일치,1.0,‘1만4천 연등’ 동국대 장엄… 5개국 대사 “뷰티풀” - 현대불교,현대불교,https://www.hyunbulnews.com/news/articleView.html?idxno=503111,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-30,동국대 [법인/건학위],3,동국대 건학위 5주년...청년 불자 1만 명 수계 등 120개 중점 사업 발표,BBS NEWS,"https://news.bbsi.co.kr/news/articleView.html?idxno=4081184
https://www.beopbo.com/news/articleView.html?idxno=335192
https://www.btnnews.tv/news/articleView.html?idxno=89894
https://www.hyunbulnews.com/news/articleView.html?idxno=503100",일치,URL 일치,1.0,동국대 건학위 5주년...청년 불자 1만 명 수계 등 120개 중점 사업 발표,불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4081184,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-30,동국대 [법인/건학위],4,"동국대, 2026학년도 1학기 염동원장학 수여",BTN,https://www.btnnews.tv/news/articleView.html?idxno=89893,일치,URL 일치,1.0,"동국대, 2026학년도 1학기 염동원장학 수여",BTN불교TV,https://www.btnnews.tv/news/articleView.html?idxno=89893,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-30,동국대 [법인/건학위],5,"동국대 바이오헬스의료기기규제과학과, ""규제과학 인재의 산실이 된 동국대, AI 의료기기 인재라인 완성""",히트뉴스,https://www.hitnews.co.kr/news/articleView.html?idxno=75806,일치,URL 일치,1.0,"""규제과학 인재의 산실이 된 동국대, AI 의료기기 인재라인 완성""",히트뉴스,https://www.hitnews.co.kr/news/articleView.html?idxno=75806,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-30,대학 [교육],1,"서울시, 대학 기숙사 건립 시 용도지역 상향 등 인센티브",연합뉴스,https://www.yna.co.kr/view/AKR20260429149300004,일치,URL 일치,1.0,"서울시, 대학 기숙사 건립 시 용도지역 상향 등 인센티브 | 연합뉴스",https://www.facebook.com/yonhap,https://www.yna.co.kr/view/AKR20260429149300004,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-04-30,대학 [교육],2,전과 시험 문제 미리 공개·졸업 심사 홀로 진행한 교수 '유죄',연합뉴스,https://www.yna.co.kr/view/AKR20260429156900063,선정되지 않음,,,,,,후보에는 있었지만 현재 우선순위와 메일 기사 수 정책에 따라 대표 목록에 포함되지 않았습니다.,아니오,예,예
2026-05-04,동국대 [법인/건학위],1,[윤재웅 총장 연재] 선재봇 이야기 <17> 들썩들썩 중생장터,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=437838,AI/정책 제외,,,,,,동국대 관련 내용이 없는 일반 칼럼으로 메일 포함 가치가 낮음.,아니오,예,예
2026-05-04,동국대 [법인/건학위],2,캠퍼스를 가득 채운 자비와 평화...동국대 1만4천개 연등 불 밝혀,BBS NEWS,"https://news.bbsi.co.kr/news/articleView.html?idxno=4081497
https://www.btnnews.tv/news/articleView.html?idxno=89911",일치,URL 일치,1.0,캠퍼스를 가득 채운 자비와 평화...동국대 1만4천개 연등 불 밝혀,불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4081497,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,아니오,예
2026-05-04,동국대 [법인/건학위],3,"김포 연운사, 동국대 김포지역 미래불자 육성에 힘 보태",BBS NEWS,"https://news.bbsi.co.kr/news/articleView.html?idxno=4081465
https://www.btnnews.tv/news/articleView.html?idxno=89940",일치,URL 일치,1.0,"김포 연운사, 동국대 김포지역 미래불자 육성에 힘 보태",불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4081465,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,아니오,예
2026-05-04,동국대 [법인/건학위],4,"동국대, 건학 120주년 기념 근속상·공로상 시상",BTN,"https://www.btnnews.tv/news/articleView.html?idxno=89931
https://news.bbsi.co.kr/news/articleView.html?idxno=4081440",일치,URL 일치,1.0,"동국대, 건학 120주년 기념 근속상·공로상 시상",BTN불교TV,https://www.btnnews.tv/news/articleView.html?idxno=89931,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-05-04,동국대 [법인/건학위],5,"동국대·항저우불학원, 한·중 불교미술 교류전 ‘불법동원’ 개최",법보신문,https://www.beopbo.com/news/articleView.html?idxno=335209,일치,URL 일치,1.0,"동국대·항저우불학원, 한·중 불교미술 교류전 ‘불법동원’ 개최",법보신문,https://www.beopbo.com/news/articleView.html?idxno=335209,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,아니오,예
2026-05-04,동국대 [법인/건학위],6,"노소영 나비 관장, 동국대 특강 성료… ""AI 기술 이끄는 인간윤리 회복해야""",뉴데일리,https://biz.newdaily.co.kr/site/data/html/2026/05/01/2026050100038.html,일치,URL 일치,1.0,"노소영 나비 관장 ""AI 기술 이끄는 인간윤리 회복해야"" … 동국대 특강 성료",뉴데일리 경제,https://biz.newdaily.co.kr/site/data/html/2026/05/01/2026050100038.html,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-05-04,대학 [교육],1,"교육부, 2026 대학정보공시 발표… 일반대 67.7% 등록금 인상, 평균 등록금 727만 원",한국대학신문,https://news.unn.net/news/articleView.html?idxno=592147,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2026-05-04,대학 [교육],2,2028학년도 대학 모집인원 34만 8789명… 수시 80.8% ‘역대 최고’,한국대학신문,https://news.unn.net/news/articleView.html?idxno=592206,일치,URL 일치,1.0,2028학년도 대학 모집인원 34만 8789명… 수시 80.8% ‘역대 최고’,한국대학신문 - 411개 대학을 연결하는 '힘',https://news.unn.net/news/articleView.html?idxno=592206,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,아니오,예
2026-05-04,대학 [교육],3,변시 합격률 87.1%→50.9%로 반토막,한국대학신문,https://news.unn.net/news/articleView.html?idxno=592111,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2026-05-04,불교 [종단],1,"""거지맵 따라왔냐고요?""… 청년들 '절밥 오픈런' 진짜 이유",뉴시스,https://www.newsis.com/view/NISX20260429_0003611709,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2026-05-04,불교 [종단],2,가평 현등사 극락전 등 소외됐던 불교 건축유산 10건 보물된다,뉴시스,https://www.newsis.com/view/NISX20260430_0003612980,일치,URL 일치,1.0,가평 현등사 극락전 등 소외됐던 불교 건축유산 10건 보물된다,뉴시스,https://www.newsis.com/view/NISX20260430_0003612980,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,아니오,예
2026-05-12,동국대 [법인/건학위],1,"동국대, '만해 한용운' 기념행사 성료",뉴데일리,"https://biz.newdaily.co.kr/site/data/html/2026/05/11/2026051100270.html
https://www.seoulfn.com/news/articleView.html?idxno=628461
https://www.ibulgyo.com/news/articleView.html?idxno=438181",일치,URL 일치,1.0,"아아, 우리 시대의 '님'은 어디에 … 동국대, '만해 한용운' 기념행사 성료",뉴데일리 경제,https://biz.newdaily.co.kr/site/data/html/2026/05/11/2026051100270.html,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-05-12,동국대 [법인/건학위],2,동국대 경기RISE사업단 'AI 에이전트 활용 교육과정' 무료 운영,베리타스알파,https://www.veritas-a.com/news/articleView.html?idxno=609483,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2026-05-12,동국대 [법인/건학위],3,"[동문소식 – 천영민(연극 15)] 공백기 깬 천영민, '닥터신' 임성한 작가가 발견한 '역대급 빌런'",스타뉴스,https://www.starnewskorea.com/broadcast-drama/2026/05/09/2026050814204978653,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2026-05-12,동국대 [법인/건학위],4,"[동문소식 – 우성희(스포츠문화 23)] 드디어 재능 꽃피우는 우성희 “이상백배 대표 선발, 신나고 설렌다”",점프볼,https://jumpball.co.kr/news/newsview.php?ncode=1065624633023874,선정되지 않음,,,,,,후보에는 있었지만 현재 우선순위와 메일 기사 수 정책에 따라 대표 목록에 포함되지 않았습니다.,아니오,예,예
2026-05-12,대학 [교육],1,"""올해 들어 벌써 3곳""…잠잠했던 교육부 사립대 감사, 다시 강화되나",뉴스1,https://www.news1.kr/society/education/6162990,일치,URL 일치,1.0,"""올해 들어 벌써 3곳""…잠잠했던 교육부 사립대 감사, 다시 강화되나",news1.kr,https://www.news1.kr/society/education/6162990,홍보처 원본과 AI 선정 결과가 일치합니다.,예,예,예
2026-05-12,대학 [교육],2,대학원생 17년간 3.7만명 늘었지만… 증가분 74%는 외국인,한국대학신문,https://news.unn.net/news/articleView.html?idxno=592349,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2026-05-12,불교 [종단],1,"“AI로봇이 수계했다”…가비, 전 세계 언론 장식",법보신문,https://www.beopbo.com/news/articleView.html?idxno=335404,일치,URL 일치,1.0,"“AI로봇이 수계했다”…가비, 전 세계 언론 장식",법보신문,https://www.beopbo.com/news/articleView.html?idxno=335404,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-05-12,불교 [종단],2,서울 한복판에 나타난 석굴암… 명동 거리 발길 멈추게 한 ‘천년의 불국토’,법보신문,https://www.beopbo.com/news/articleView.html?idxno=335376,일치,URL 일치,1.0,서울 한복판에 나타난 석굴암… 명동 거리 발길 멈추게 한 ‘천년의 불국토’,법보신문,https://www.beopbo.com/news/articleView.html?idxno=335376,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-05-13,동국대 [법인/건학위],1,"진관사, 동국대 ‘지역미래불자’ 장학금 1000만 원",BTN,https://news.bbsi.co.kr/news/articleView.html?idxno=4083164,일치,URL 일치,1.0,"진관사, 동국대 '지역미래불자육성장학' 동참",불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4083164,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-05-13,동국대 [법인/건학위],2,"컴퓨터·AI학부 임상수 교수팀, 바이오 멀티모달 파운데이션 모델 구축사업 선정",,https://www.dongguk.edu/article/ACARESE/detail/26764708,일치,URL 일치,1.0,동국대학교 대표홈페이지,언론사 없음,https://www.dongguk.edu/article/ACARESE/detail/26764708,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-05-13,동국대 [법인/건학위],3,"'스마트폰 없는 한나절' ...동국대, 천막 속 침묵 ‘청년 무문관 하루 수행’",BBS NEWS,"https://news.bbsi.co.kr/news/articleView.html?idxno=4083119
https://www.btnnews.tv/news/articleView.html?idxno=90063",일치,URL 일치,1.0,"'스마트폰 없는 한나절' ...동국대, 천막 속 침묵 수행",불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4083119,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-05-13,동국대 [법인/건학위],4,"동국대 행정대학원 총동문회, 남산 단합대회 개최",법보신문,"https://www.beopbo.com/news/articleView.html?idxno=335418
https://news.bbsi.co.kr/news/articleView.html?idxno=4083219",일치,URL 일치,1.0,"동국대 행정대학원 총동문회, 남산 단합대회 개최",법보신문,https://www.beopbo.com/news/articleView.html?idxno=335418,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-05-13,대학 [교육],1,"사립대 총장들, 14일 '등록금 규제 헌법소원' 발표…법적 대응 본격화",뉴스1,https://www.news1.kr/society/education/6164385,일치,URL 일치,1.0,"사립대 총장들, 14일 '등록금 규제 헌법소원' 발표…법적 대응 본격화",뉴스1,https://www.news1.kr/society/education/6164385,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-05-13,대학 [교육],2,"교육부, 앵커 체계 연차점검 실시… 17개 시도 전수 점검·등급제 도입",한국대학신문,https://news.unn.net/news/articleView.html?idxno=592430,일치,URL 일치,1.0,"교육부, 앵커 체계 연차점검 실시… 17개 시도 전수 점검·등급제 도입",한국대학신문 - 411개 대학을 연결하는 '힘',https://news.unn.net/news/articleView.html?idxno=592430,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
